id,label
1_06240_marah_no_data.wav,marah
1_03647_marah_no_data.wav,marah
1_04427_netral_no_data.wav,netral
1_06580_marah_no_data.wav,marah
1_06222_jijik_rendah.wav,jijik
1_00095_takut_rendah.wav,takut
1_04615_takut_no_data.wav,takut
1_07371_jijik_sedang.wav,jijik
1_04481_takut_no_data.wav,takut
1_04550_jijik_no_data.wav,jijik
1_02012_sedih_no_data.wav,sedih
1_00382_bahagia_no_data.wav,bahagia
1_00471_netral_no_data.wav,netral
1_06002_jijik_no_data.wav,jijik
1_01373_netral_no_data.wav,netral
1_04126_sedih_no_data.wav,sedih
1_04109_marah_no_data.wav,marah
1_01666_sedih_no_data.wav,sedih
1_01606_bahagia_no_data.wav,bahagia
2_08668_sedih_tinggi.wav,sedih
2_08344_netral_sedang.wav,netral
1_00945_netral_no_data.wav,netral
1_02695_marah_sedang.wav,marah
1_03197_netral_no_data.wav,netral
1_01015_netral_no_data.wav,netral
1_07319_jijik_no_data.wav,jijik
2_08314_marah_tinggi.wav,marah
2_08418_bahagia_tinggi.wav,bahagia
1_00801_marah_no_data.wav,marah
1_03130_sedih_no_data.wav,sedih
1_00181_netral_no_data.wav,netral
1_03455_takut_no_data.wav,takut
1_05167_sedih_rendah.wav,sedih
1_04838_sedih_tinggi.wav,sedih
1_03679_marah_sedang.wav,marah
2_08778_bahagia_tinggi.wav,bahagia
1_03319_marah_no_data.wav,marah
1_03729_marah_no_data.wav,marah
1_03654_jijik_no_data.wav,jijik
1_04273_marah_no_data.wav,marah
1_01096_bahagia_no_data.wav,bahagia
1_04281_takut_no_data.wav,takut
1_07282_netral_no_data.wav,netral
1_04979_takut_no_data.wav,takut
1_04952_sedih_no_data.wav,sedih
1_02026_jijik_no_data.wav,jijik
1_03334_bahagia_no_data.wav,bahagia
1_04029_takut_no_data.wav,takut
1_00131_bahagia_no_data.wav,bahagia
1_03384_jijik_no_data.wav,jijik
2_07468_sedih_tinggi.wav,sedih
1_05235_marah_tinggi.wav,marah
1_03561_takut_no_data.wav,takut
1_05797_marah_no_data.wav,marah
1_01452_jijik_no_data.wav,jijik
1_02313_takut_no_data.wav,takut
1_00784_jijik_no_data.wav,jijik
1_00758_sedih_no_data.wav,sedih
1_01632_jijik_sedang.wav,jijik
1_03575_netral_no_data.wav,netral
1_01564_bahagia_no_data.wav,bahagia
1_05210_sedih_no_data.wav,sedih
1_05060_jijik_no_data.wav,jijik
1_06317_jijik_no_data.wav,jijik
1_02368_jijik_tinggi.wav,jijik
2_08571_jijik_tinggi.wav,jijik
2_08669_sedih_tinggi.wav,sedih
1_02918_bahagia_no_data.wav,bahagia
1_02150_bahagia_no_data.wav,bahagia
1_07212_bahagia_rendah.wav,bahagia
2_08103_netral_sedang.wav,netral
1_00228_jijik_no_data.wav,jijik
1_03324_sedih_no_data.wav,sedih
1_00018_netral_no_data.wav,netral
2_08066_sedih_tinggi.wav,sedih
1_02562_sedih_no_data.wav,sedih
1_00760_jijik_no_data.wav,jijik
2_08857_marah_tinggi.wav,marah
1_01504_jijik_no_data.wav,jijik
1_00752_sedih_no_data.wav,sedih
1_01878_jijik_sedang.wav,jijik
2_08357_bahagia_sedang.wav,bahagia
2_08753_jijik_tinggi.wav,jijik
1_02586_sedih_no_data.wav,sedih
1_07077_sedih_no_data.wav,sedih
1_06852_takut_no_data.wav,takut
1_07407_jijik_no_data.wav,jijik
2_08085_takut_tinggi.wav,takut
1_02557_marah_no_data.wav,marah
2_08495_marah_tinggi.wav,marah
1_00156_sedih_no_data.wav,sedih
1_05564_marah_rendah.wav,marah
1_03205_netral_no_data.wav,netral
1_01324_bahagia_no_data.wav,bahagia
1_05073_marah_sedang.wav,marah
1_02842_bahagia_no_data.wav,bahagia
1_05164_bahagia_sedang.wav,bahagia
1_06599_jijik_no_data.wav,jijik
1_03293_netral_no_data.wav,netral
2_07744_netral_sedang.wav,netral
1_00006_marah_tinggi.wav,marah
2_08271_jijik_tinggi.wav,jijik
1_04324_bahagia_no_data.wav,bahagia
1_03271_jijik_rendah.wav,jijik
1_06794_marah_sedang.wav,marah
1_00432_jijik_no_data.wav,jijik
1_07170_netral_no_data.wav,netral
1_04772_jijik_no_data.wav,jijik
1_06179_bahagia_no_data.wav,bahagia
1_03213_marah_no_data.wav,marah
1_01649_marah_no_data.wav,marah
1_03050_jijik_no_data.wav,jijik
1_01259_takut_no_data.wav,takut
1_02972_sedih_no_data.wav,sedih
1_04095_takut_sedang.wav,takut
1_02137_takut_no_data.wav,takut
1_01484_sedih_sedang.wav,sedih
1_01480_bahagia_sedang.wav,bahagia
1_00745_sedih_rendah.wav,sedih
1_07352_netral_no_data.wav,netral
1_00167_netral_no_data.wav,netral
2_08854_marah_tinggi.wav,marah
1_04497_marah_tinggi.wav,marah
1_02336_jijik_no_data.wav,jijik
2_08327_jijik_sedang.wav,jijik
2_07911_jijik_tinggi.wav,jijik
1_06915_jijik_no_data.wav,jijik
1_00404_jijik_no_data.wav,jijik
1_03316_bahagia_no_data.wav,bahagia
1_04793_netral_no_data.wav,netral
1_00250_sedih_no_data.wav,sedih
2_08836_bahagia_sedang.wav,bahagia
1_02486_sedih_no_data.wav,sedih
1_07425_jijik_no_data.wav,jijik
1_06944_marah_no_data.wav,marah
1_04760_jijik_no_data.wav,jijik
2_08060_bahagia_tinggi.wav,bahagia
2_08366_sedih_tinggi.wav,sedih
1_04656_jijik_no_data.wav,jijik
1_06369_sedih_no_data.wav,sedih
1_00151_marah_no_data.wav,marah
1_04354_sedih_no_data.wav,sedih
1_07266_marah_no_data.wav,marah
1_05357_marah_no_data.wav,marah
1_01713_jijik_rendah.wav,jijik
1_00334_marah_rendah.wav,marah
1_00536_sedih_no_data.wav,sedih
1_06352_marah_no_data.wav,marah
2_07960_takut_sedang.wav,takut
1_00689_marah_no_data.wav,marah
1_05897_takut_tinggi.wav,takut
1_01430_bahagia_no_data.wav,bahagia
1_03505_netral_no_data.wav,netral
1_00519_marah_no_data.wav,marah
1_01991_takut_no_data.wav,takut
1_03908_bahagia_no_data.wav,bahagia
1_05582_bahagia_no_data.wav,bahagia
2_07445_netral_sedang.wav,netral
1_06350_netral_no_data.wav,netral
1_01009_netral_no_data.wav,netral
1_04746_jijik_tinggi.wav,jijik
1_01011_marah_no_data.wav,marah
1_00191_marah_no_data.wav,marah
1_03865_takut_no_data.wav,takut
1_03937_sedih_rendah.wav,sedih
1_00379_marah_no_data.wav,marah
1_00468_jijik_no_data.wav,jijik
1_07107_sedih_no_data.wav,sedih
1_02962_jijik_no_data.wav,jijik
1_05624_bahagia_no_data.wav,bahagia
1_06642_sedih_rendah.wav,sedih
1_05578_sedih_sedang.wav,sedih
2_08042_netral_sedang.wav,netral
2_08764_netral_sedang.wav,netral
1_00534_bahagia_no_data.wav,bahagia
1_05891_marah_tinggi.wav,marah
1_05772_sedih_no_data.wav,sedih
1_00102_sedih_rendah.wav,sedih
1_01144_jijik_tinggi.wav,jijik
1_02683_takut_no_data.wav,takut
1_03463_netral_no_data.wav,netral
1_01637_bahagia_rendah.wav,bahagia
1_04873_takut_no_data.wav,takut
1_04714_jijik_no_data.wav,jijik
1_06527_sedih_no_data.wav,sedih
1_03253_netral_no_data.wav,netral
1_05709_marah_no_data.wav,marah
1_07156_takut_no_data.wav,takut
1_03731_takut_no_data.wav,takut
2_08258_takut_sedang.wav,takut
1_03336_sedih_no_data.wav,sedih
2_08073_marah_sedang.wav,marah
1_05315_netral_no_data.wav,netral
1_00416_marah_rendah.wav,marah
1_07274_takut_no_data.wav,takut
1_01800_bahagia_tinggi.wav,bahagia
1_06955_sedih_no_data.wav,sedih
1_01966_bahagia_sedang.wav,bahagia
2_08003_sedih_sedang.wav,sedih
1_01002_bahagia_no_data.wav,bahagia
1_02949_bahagia_rendah.wav,bahagia
1_05245_bahagia_rendah.wav,bahagia
2_07719_takut_sedang.wav,takut
1_03357_takut_sedang.wav,takut
1_02375_bahagia_rendah.wav,bahagia
2_08601_bahagia_tinggi.wav,bahagia
1_07262_takut_no_data.wav,takut
1_04207_netral_no_data.wav,netral
1_03440_bahagia_tinggi.wav,bahagia
1_05943_marah_no_data.wav,marah
1_04911_jijik_rendah.wav,jijik
1_01725_marah_no_data.wav,marah
2_07588_sedih_tinggi.wav,sedih
1_01322_jijik_no_data.wav,jijik
1_00572_sedih_no_data.wav,sedih
1_06038_jijik_no_data.wav,jijik
1_01558_sedih_tinggi.wav,sedih
1_03815_netral_no_data.wav,netral
1_02596_bahagia_no_data.wav,bahagia
1_03202_jijik_no_data.wav,jijik
1_03307_marah_no_data.wav,marah
2_08716_bahagia_sedang.wav,bahagia
2_08550_marah_sedang.wav,marah
1_06418_takut_no_data.wav,takut
1_07020_marah_no_data.wav,marah
1_03660_jijik_no_data.wav,jijik
2_07646_sedih_tinggi.wav,sedih
1_06155_takut_no_data.wav,takut
1_07396_takut_no_data.wav,takut
1_02889_netral_no_data.wav,netral
1_03001_netral_no_data.wav,netral
1_04596_jijik_no_data.wav,jijik
1_00957_netral_no_data.wav,netral
2_07825_sedih_sedang.wav,sedih
1_04929_marah_no_data.wav,marah
1_01963_takut_sedang.wav,takut
2_08642_netral_sedang.wav,netral
1_03308_jijik_no_data.wav,jijik
1_06130_sedih_no_data.wav,sedih
1_02797_marah_no_data.wav,marah
1_01539_marah_no_data.wav,marah
1_04839_sedih_rendah.wav,sedih
1_00120_netral_no_data.wav,netral
1_03126_jijik_no_data.wav,jijik
1_06687_jijik_no_data.wav,jijik
1_00214_sedih_no_data.wav,sedih
2_07804_netral_sedang.wav,netral
1_03223_netral_no_data.wav,netral
1_06311_bahagia_sedang.wav,bahagia
1_01121_netral_no_data.wav,netral
1_01611_takut_no_data.wav,takut
1_02161_takut_no_data.wav,takut
1_05823_sedih_rendah.wav,sedih
1_06097_takut_no_data.wav,takut
1_05008_bahagia_no_data.wav,bahagia
1_00870_sedih_no_data.wav,sedih
1_05790_sedih_no_data.wav,sedih
1_01279_netral_no_data.wav,netral
1_04248_bahagia_no_data.wav,bahagia
1_03279_netral_no_data.wav,netral
1_05085_sedih_rendah.wav,sedih
1_01849_marah_no_data.wav,marah
1_02034_bahagia_no_data.wav,bahagia
2_07470_marah_sedang.wav,marah
1_03838_bahagia_no_data.wav,bahagia
1_01360_bahagia_no_data.wav,bahagia
1_04217_takut_no_data.wav,takut
1_05217_marah_no_data.wav,marah
1_03422_bahagia_no_data.wav,bahagia
1_06686_marah_no_data.wav,marah
1_06779_sedih_no_data.wav,sedih
1_00798_bahagia_no_data.wav,bahagia
1_03285_takut_no_data.wav,takut
1_06199_sedih_no_data.wav,sedih
1_04975_netral_no_data.wav,netral
1_06406_takut_no_data.wav,takut
2_08068_sedih_tinggi.wav,sedih
1_00861_takut_no_data.wav,takut
1_02114_jijik_no_data.wav,jijik
1_00333_marah_tinggi.wav,marah
2_08560_takut_sedang.wav,takut
1_02960_sedih_no_data.wav,sedih
1_00977_marah_tinggi.wav,marah
1_04101_sedih_rendah.wav,sedih
1_01741_netral_no_data.wav,netral
1_00041_jijik_no_data.wav,jijik
1_01299_marah_no_data.wav,marah
2_08839_bahagia_tinggi.wav,bahagia
2_08114_bahagia_sedang.wav,bahagia
1_05848_sedih_no_data.wav,sedih
1_06219_marah_rendah.wav,marah
1_03613_takut_no_data.wav,takut
1_01793_marah_sedang.wav,marah
1_04584_jijik_sedang.wav,jijik
1_06876_marah_sedang.wav,marah
1_01546_marah_rendah.wav,marah
1_04105_takut_no_data.wav,takut
1_00068_netral_no_data.wav,netral
1_03861_netral_no_data.wav,netral
1_01333_marah_no_data.wav,marah
1_02534_jijik_sedang.wav,jijik
1_02297_sedih_rendah.wav,sedih
1_06783_bahagia_no_data.wav,bahagia
1_05883_netral_no_data.wav,netral
1_07141_sedih_no_data.wav,sedih
2_08557_marah_tinggi.wav,marah
2_07655_marah_tinggi.wav,marah
1_00563_takut_no_data.wav,takut
1_06064_bahagia_tinggi.wav,bahagia
1_00387_takut_no_data.wav,takut
2_07957_marah_tinggi.wav,marah
1_02425_takut_no_data.wav,takut
1_06485_sedih_no_data.wav,sedih
1_00032_netral_no_data.wav,netral
1_05867_marah_no_data.wav,marah
1_03721_netral_no_data.wav,netral
1_01337_netral_no_data.wav,netral
1_01249_netral_no_data.wav,netral
1_05003_sedih_rendah.wav,sedih
1_07408_takut_no_data.wav,takut
1_04194_bahagia_no_data.wav,bahagia
1_01917_netral_no_data.wav,netral
1_02408_bahagia_no_data.wav,bahagia
1_04759_marah_no_data.wav,marah
1_01898_bahagia_no_data.wav,bahagia
1_00708_jijik_no_data.wav,jijik
1_01663_takut_no_data.wav,takut
1_02109_takut_no_data.wav,takut
1_01395_takut_sedang.wav,takut
1_01602_sedih_no_data.wav,sedih
1_05929_netral_no_data.wav,netral
1_01559_sedih_rendah.wav,sedih
1_03457_netral_no_data.wav,netral
1_06141_jijik_rendah.wav,jijik
1_04718_sedih_no_data.wav,sedih
1_06009_takut_no_data.wav,takut
1_05982_bahagia_tinggi.wav,bahagia
2_07712_marah_sedang.wav,marah
2_08331_jijik_tinggi.wav,jijik
1_03823_marah_no_data.wav,marah
1_02022_bahagia_no_data.wav,bahagia
1_00225_netral_no_data.wav,netral
1_03487_netral_no_data.wav,netral
1_00116_marah_no_data.wav,marah
1_03931_takut_sedang.wav,takut
1_02031_marah_no_data.wav,marah
1_06594_takut_no_data.wav,takut
1_03355_takut_tinggi.wav,takut
1_03306_sedih_no_data.wav,sedih
1_00314_sedih_no_data.wav,sedih
1_05054_jijik_no_data.wav,jijik
1_02601_takut_no_data.wav,takut
1_01585_marah_no_data.wav,marah
1_04334_marah_rendah.wav,marah
2_08823_netral_sedang.wav,netral
2_07820_bahagia_tinggi.wav,bahagia
1_02628_jijik_no_data.wav,jijik
1_06098_bahagia_no_data.wav,bahagia
2_08728_sedih_tinggi.wav,sedih
1_06051_takut_no_data.wav,takut
1_05931_marah_no_data.wav,marah
1_05961_marah_no_data.wav,marah
1_00238_sedih_no_data.wav,sedih
1_03564_sedih_no_data.wav,sedih
1_02933_marah_no_data.wav,marah
1_03481_netral_no_data.wav,netral
2_08675_marah_tinggi.wav,marah
1_06849_sedih_no_data.wav,sedih
2_07574_bahagia_sedang.wav,bahagia
1_07004_takut_no_data.wav,takut
1_05971_netral_no_data.wav,netral
1_05847_netral_no_data.wav,netral
1_00347_sedih_rendah.wav,sedih
1_04664_jijik_tinggi.wav,jijik
1_03188_jijik_tinggi.wav,jijik
1_03156_jijik_no_data.wav,jijik
1_02756_sedih_no_data.wav,sedih
2_08631_jijik_tinggi.wav,jijik
1_01856_jijik_no_data.wav,jijik
2_08444_takut_tinggi.wav,takut
2_07768_sedih_tinggi.wav,sedih
1_02129_bahagia_rendah.wav,bahagia
2_08600_bahagia_tinggi.wav,bahagia
1_05785_marah_no_data.wav,marah
1_03669_netral_no_data.wav,netral
1_06637_bahagia_tinggi.wav,bahagia
1_04319_netral_no_data.wav,netral
1_00194_bahagia_no_data.wav,bahagia
1_06618_takut_no_data.wav,takut
1_04213_netral_no_data.wav,netral
1_04118_bahagia_no_data.wav,bahagia
1_05173_netral_no_data.wav,netral
1_00109_sedih_no_data.wav,sedih
1_04219_netral_no_data.wav,netral
2_08255_marah_tinggi.wav,marah
1_03148_sedih_no_data.wav,sedih
1_05609_marah_no_data.wav,marah
1_00040_marah_no_data.wav,marah
1_00567_marah_no_data.wav,marah
2_07725_takut_tinggi.wav,takut
2_07760_bahagia_tinggi.wav,bahagia
1_06380_netral_no_data.wav,netral
1_00470_bahagia_no_data.wav,bahagia
1_07249_jijik_no_data.wav,jijik
1_05221_netral_no_data.wav,netral
2_08485_sedih_sedang.wav,sedih
1_02499_marah_no_data.wav,marah
1_04048_bahagia_no_data.wav,bahagia
1_00056_netral_no_data.wav,netral
2_08548_sedih_tinggi.wav,sedih
1_01944_jijik_no_data.wav,jijik
1_01942_sedih_no_data.wav,sedih
1_06214_takut_no_data.wav,takut
1_05969_takut_no_data.wav,takut
1_02582_jijik_no_data.wav,jijik
2_08726_sedih_tinggi.wav,sedih
2_07757_bahagia_sedang.wav,bahagia
1_06086_bahagia_no_data.wav,bahagia
1_03178_sedih_no_data.wav,sedih
2_07608_jijik_sedang.wav,jijik
1_03668_bahagia_no_data.wav,bahagia
2_07523_sedih_sedang.wav,sedih
1_00972_jijik_no_data.wav,jijik
1_04190_sedih_no_data.wav,sedih
1_00489_netral_no_data.wav,netral
1_00502_jijik_sedang.wav,jijik
1_04917_bahagia_rendah.wav,bahagia
1_02780_jijik_sedang.wav,jijik
1_03747_marah_no_data.wav,marah
1_02884_sedih_no_data.wav,sedih
1_06077_marah_no_data.wav,marah
1_06487_jijik_no_data.wav,jijik
1_00272_sedih_no_data.wav,sedih
1_00730_sedih_no_data.wav,sedih
1_02849_netral_no_data.wav,netral
1_03408_jijik_no_data.wav,jijik
1_02798_jijik_no_data.wav,jijik
2_07463_sedih_sedang.wav,sedih
2_07607_jijik_sedang.wav,jijik
1_06192_netral_no_data.wav,netral
1_00256_jijik_sedang.wav,jijik
1_01843_marah_no_data.wav,marah
1_01226_jijik_tinggi.wav,jijik
1_01705_takut_no_data.wav,takut
2_08859_takut_sedang.wav,takut
1_01380_sedih_no_data.wav,sedih
1_04025_netral_no_data.wav,netral
2_07623_netral_sedang.wav,netral
1_03098_jijik_no_data.wav,jijik
1_06652_takut_no_data.wav,takut
1_04925_takut_no_data.wav,takut
1_05953_netral_no_data.wav,netral
1_03903_netral_no_data.wav,netral
1_01433_marah_no_data.wav,marah
2_07885_sedih_sedang.wav,sedih
1_03245_takut_no_data.wav,takut
1_04230_bahagia_no_data.wav,bahagia
1_07217_sedih_sedang.wav,sedih
1_03549_takut_no_data.wav,takut
1_05964_bahagia_no_data.wav,bahagia
1_00071_jijik_no_data.wav,jijik
1_00451_takut_no_data.wav,takut
1_00182_sedih_tinggi.wav,sedih
1_02101_marah_no_data.wav,marah
1_07377_bahagia_sedang.wav,bahagia
1_02257_netral_no_data.wav,netral
2_08428_sedih_tinggi.wav,sedih
1_04774_bahagia_no_data.wav,bahagia
1_00868_bahagia_no_data.wav,bahagia
1_05362_sedih_no_data.wav,sedih
1_06553_takut_rendah.wav,takut
1_01334_jijik_no_data.wav,jijik
1_04164_jijik_no_data.wav,jijik
1_04837_netral_no_data.wav,netral
1_06814_marah_no_data.wav,marah
1_00437_marah_no_data.wav,marah
1_02930_bahagia_no_data.wav,bahagia
2_07720_takut_sedang.wav,takut
2_08677_marah_tinggi.wav,marah
1_04456_jijik_no_data.wav,jijik
1_00819_takut_tinggi.wav,takut
1_02057_netral_no_data.wav,netral
1_07174_takut_no_data.wav,takut
1_00113_bahagia_no_data.wav,bahagia
1_04528_bahagia_no_data.wav,bahagia
1_02957_takut_no_data.wav,takut
1_05610_jijik_no_data.wav,jijik
1_04299_takut_no_data.wav,takut
1_00954_jijik_no_data.wav,jijik
1_00088_marah_tinggi.wav,marah
1_00122_marah_no_data.wav,marah
1_07122_marah_sedang.wav,marah
1_05549_netral_no_data.wav,netral
2_08658_bahagia_tinggi.wav,bahagia
1_05517_takut_no_data.wav,takut
1_04089_marah_sedang.wav,marah
2_08480_bahagia_tinggi.wav,bahagia
1_01756_jijik_no_data.wav,jijik
1_03427_takut_no_data.wav,takut
1_05837_marah_no_data.wav,marah
1_00969_netral_no_data.wav,netral
1_07136_marah_no_data.wav,marah
1_07009_jijik_no_data.wav,jijik
1_00290_sedih_no_data.wav,sedih
1_00224_bahagia_no_data.wav,bahagia
2_08463_netral_sedang.wav,netral
1_00456_jijik_no_data.wav,jijik
2_08852_marah_sedang.wav,marah
1_02658_jijik_no_data.wav,jijik
1_00704_bahagia_no_data.wav,bahagia
2_08329_jijik_sedang.wav,jijik
1_01206_jijik_no_data.wav,jijik
2_08442_takut_tinggi.wav,takut
1_00975_netral_no_data.wav,netral
1_04242_bahagia_no_data.wav,bahagia
1_07052_sedih_rendah.wav,sedih
1_06455_bahagia_no_data.wav,bahagia
1_03314_jijik_no_data.wav,jijik
1_04630_sedih_no_data.wav,sedih
1_05658_sedih_tinggi.wav,sedih
1_04358_bahagia_no_data.wav,bahagia
1_05231_takut_no_data.wav,takut
1_01775_takut_no_data.wav,takut
1_00247_takut_no_data.wav,takut
1_02789_sedih_rendah.wav,sedih
1_01701_netral_no_data.wav,netral
1_02942_jijik_tinggi.wav,jijik
1_02264_sedih_no_data.wav,sedih
1_06675_jijik_no_data.wav,jijik
2_07709_sedih_tinggi.wav,sedih
1_05970_bahagia_no_data.wav,bahagia
1_05983_bahagia_rendah.wav,bahagia
1_06847_bahagia_no_data.wav,bahagia
1_07142_marah_no_data.wav,marah
2_07700_bahagia_tinggi.wav,bahagia
1_05817_takut_sedang.wav,takut
1_06548_marah_sedang.wav,marah
1_06936_netral_no_data.wav,netral
1_01482_sedih_tinggi.wav,sedih
1_00824_bahagia_sedang.wav,bahagia
1_06733_jijik_no_data.wav,jijik
1_00099_bahagia_sedang.wav,bahagia
1_05119_takut_no_data.wav,takut
